age,sex,marital_status,residence,education,occupation,out_of_region_employment,family_members,family_disabilities,house_floor,earthquake80,political_orientation,shocks,fear,anxiety,physiological_symptoms,decision_timeliness,insomnia,seismic_concern,abroad,out_of_region,out_of_region_earthquake,change_of_residence,change_of_residence_earthquake,red_zone_frequency,radio_info,TV_info,social_media_info,newspaper_info,app_info,municipal_institutions_trust,regional_institutions_trust,national_institutions_trust,INGV_trust,security,reception_centers,property_house,housing_type,elevator,n_vehicles,vehicle_type,end_of_month,salary
30,Female,Unmarried,Giugliano,Upper Secondary School,Employee,No,3,No,3,No,,3,3,3,5,5,3,3,No,Yes,Yes,Yes,Yes,No,5,5,5,5,5,3,1,1,1,3,Yes,No,Apartment,No,0,None,3,
37,Female,Married,Pozzuoli,Upper Secondary School,Unemployed,No,4,No,0 (Ground Floor),No,None,3,3,2,1,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,1,2,2,2,2,2,1,1,3,2,Yes,Yes,Villa/Small Villa,No,2,Car,1,Between €15000 and €28000
40,Female,Cohabiting,Pozzuoli,Lower Secondary School,Employee,No,4,No,2,No,None,4,5,5,5,5,5,5,Yes,No,Yes,Yes,Yes,Yes,3,3,3,3,4,2,2,1,3,2,Yes,No,Apartment,Yes,1,Car,3,Up to €15000
66,Female,Divorced,Napoli,Degree,Retired,No,1,No,0 (Ground Floor),Yes,Left,3,2,2,1,3,4,3,Yes,No,No,No,No,No,2,3,3,3,2,2,3,1,4,2,No,No,Apartment,No,0,None,3,Between €28000 and €50000
26,Female,Unmarried,Bacoli,Degree,Employee,No,4,No,0 (Ground Floor),No,Left,3,4,5,4,1,5,5,Yes,Yes,Yes,Yes,Yes,Yes,3,2,2,2,2,3,2,2,5,1,Yes,Yes,Villa/Small Villa,No,2,Car,3,Up to €15000
47,Female,Married,Pozzuoli,Degree,Employee,No,4,No,1,Yes,Left,1,1,1,1,3,3,1,Yes,Yes,No,Yes,No,Yes,2,1,2,2,2,2,3,3,4,3,Yes,No,Apartment,No,2,Car,3,Between €28000 and €50000
34,Female,Unmarried,Somma Vesuviana,Upper Secondary School,Employee,No,3,No,1,No,Left,4,5,5,3,3,5,5,Yes,Yes,Yes,Yes,Yes,Yes,3,4,3,3,3,3,4,4,5,2,No,Yes,Apartment,No,1,Car,2,Between €15000 and €28000
25,Female,Married,Martina Franca,Degree,Student,Yes,2,No,0 (Ground Floor),No,None,1,3,3,2,4,2,3,Yes,Yes,No,Yes,No,No,3,3,3,4,4,3,3,3,3,3,No,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
34,Female,Married,Pozzuoli,Degree,Self-Employed,No,5,No,4,No,None,1,3,4,1,3,3,3,Yes,No,No,No,No,No,3,3,3,3,3,2,2,2,2,2,No,No,Apartment,No,1,Car,3,Up to €15000
56,Male,Cohabiting,Napoli,Upper Secondary School,Self-Employed,No,4,No,3,Yes,,5,5,5,3,3,5,5,Yes,Yes,Yes,Yes,Yes,Yes,3,3,3,3,4,2,2,2,4,3,No,Yes,Apartment,Yes,2,Car and Motorcycle,2,Between €15000 and €28000
47,Male,Married,Pozzuoli,Postgraduate Degree,Employee,No,5,No,3,Yes,Left,3,3,2,1,2,1,2,Yes,Yes,Yes,Yes,Yes,Yes,3,3,2,3,2,1,1,1,2,1,No,Yes,Apartment,No,1,Car,2,Between €28000 and €50000
58,Female,Married,Napoli,Upper Secondary School,Unemployed,No,3,No,2,Yes,,5,5,5,4,3,5,5,No,Yes,Yes,Yes,Yes,Yes,3,2,2,3,2,3,3,2,5,3,Yes,No,Apartment,No,1,Car,2,
52,Female,Divorced,Bacoli,Degree,Self-Employed,Yes,3,No,0 (Ground Floor),No,Right,2,3,3,1,5,4,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,3,4,4,3,4,4,5,3,Yes,Yes,Villa/Small Villa,No,4,Car and Motorcycle,2,Between €28000 and €50000
36,Male,Cohabiting,Pozzuoli,Degree,Self-Employed,No,4,No,2,No,Right,3,2,2,1,4,3,3,Yes,Yes,No,Yes,No,Yes,1,2,1,1,3,4,4,2,4,2,Yes,Yes,Apartment,No,1,Car,2,Over €50000
60,Female,Separated,Pozzuoli,Degree,Employee,No,2,No,0 (Ground Floor),Yes,Left,3,3,4,3,3,4,4,Yes,Yes,No,No,No,Yes,1,2,3,2,3,4,4,3,4,3,No,Yes,Apartment,No,1,Car,2,Between €15000 and €28000
45,Female,Unmarried,Napoli,Degree,Self-Employed,No,4,Yes,2,Yes,,2,2,2,2,2,3,3,Yes,Yes,Yes,Yes,Yes,Yes,2,2,2,2,3,1,1,2,2,2,Yes,No,Apartment,Yes,1,Car,3,
52,Female,Divorced,Caserta,Upper Secondary School,Employee,No,2,No,0 (Ground Floor),Yes,None,3,4,5,1,5,2,3,Yes,Yes,No,No,No,No,3,3,3,4,1,1,1,2,4,1,No,Yes,Villa/Small Villa,No,1,Car,5,Between €28000 and €50000
51,Female,Unmarried,Napoli,Upper Secondary School,Employee,Yes,3,No,3,Yes,,4,3,5,4,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,3,4,3,3,3,4,3,No,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
67,Female,Married,Pozzuoli,Upper Secondary School,Retired,No,4,No,0 (Ground Floor),Yes,Left,3,3,4,2,2,3,5,Yes,No,No,Yes,Yes,Yes,3,3,4,3,5,3,2,2,3,2,Yes,Yes,Apartment,No,4,Car,3,
50,Female,Cohabiting,Napoli,Degree,Self-Employed,No,5,Yes,Over 5,Yes,None,4,4,4,1,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,1,1,2,2,4,1,1,1,3,3,Yes,No,Apartment,Yes,1,Car and Motorcycle,3,
45,Female,Cohabiting,Bacoli,Upper Secondary School,Unemployed,No,4,No,1,Yes,,3,4,4,3,2,2,5,Yes,Yes,Yes,Yes,Yes,Yes,3,4,3,3,3,3,3,3,3,3,No,No,Apartment,No,1,Car,5,Up to €15000
54,Female,Unmarried,Napoli,Upper Secondary School,Unemployed,No,5,No,4,Yes,Right,4,5,5,4,2,4,5,Yes,Yes,No,No,No,No,2,3,4,2,4,1,1,1,3,1,No,Yes,Apartment,Yes,0,None,5,
46,Female,Unmarried,Villaricca,Upper Secondary School,Unemployed,Yes,Over 5,No,3,Yes,None,2,3,3,2,2,2,3,Yes,Yes,No,No,No,No,3,3,4,3,2,1,2,2,4,3,No,Yes,Apartment,No,3,Car,1,Up to €15000
60,Female,Married,Pozzuoli,Degree,Employee,No,4,No,Over 5,Yes,,4,5,5,3,4,4,5,Yes,No,No,No,Yes,Yes,2,3,4,3,4,3,4,3,3,3,Yes,Yes,Apartment,Yes,1,Car,3,
43,Female,Married,Bacoli,Upper Secondary School,Self-Employed,No,5,No,3,No,None,3,4,4,5,4,3,5,Yes,Yes,Yes,Yes,Yes,Yes,3,3,3,3,4,3,3,2,4,3,Yes,Yes,Apartment,No,5,Car,3,Between €15000 and €28000
62,Female,Cohabiting,Pozzuoli,Upper Secondary School,Self-Employed,No,2,No,Over 5,Yes,,4,3,3,3,1,4,3,Yes,Yes,No,No,No,Yes,1,1,1,1,1,1,1,1,3,1,No,No,Apartment,Yes,0,None,3,
46,Female,Married,Bacoli,Upper Secondary School,Self-Employed,No,5,No,1,Yes,Left,3,4,4,3,2,2,3,Yes,Yes,No,Yes,No,Yes,1,1,1,1,2,1,1,1,1,1,Yes,Yes,Apartment,No,2,Car,3,Up to €15000
53,Female,Married,Napoli,Upper Secondary School,Self-Employed,No,3,No,1,Yes,None,4,3,4,4,2,4,4,Yes,Yes,Yes,Yes,Yes,Yes,2,2,3,2,3,2,1,1,2,1,Yes,No,Apartment,No,1,Car,1,
49,Female,Married,Napoli,Lower Secondary School,Unemployed,No,5,No,1,Yes,,3,3,3,2,3,3,3,Yes,No,No,No,No,Yes,2,2,2,2,3,3,3,3,4,3,No,Yes,Apartment,Yes,2,Car,4,Up to €15000
51,Female,Married,Pozzuoli,Degree,Self-Employed,No,Over 5,,1,Yes,,3,3,2,3,3,2,2,Yes,No,No,No,No,Yes,4,4,2,3,4,1,1,2,3,2,Yes,Yes,Apartment,No,1,Car,2,
56,Female,Married,Pozzuoli,Degree,Self-Employed,No,4,Yes,0 (Ground Floor),Yes,Left,3,3,4,1,2,3,3,Yes,Yes,No,Yes,No,Yes,2,3,4,3,4,2,3,1,4,3,Yes,Yes,Villa/Small Villa,No,2,Car,1,
35,Female,Cohabiting,Como,Upper Secondary School,Self-Employed,Yes,5,No,1,No,,3,3,3,1,3,4,3,Yes,Yes,No,Yes,No,No,1,1,4,1,4,3,2,2,4,2,No,Yes,Apartment,No,3,Car,1,
44,Female,Married,Pozzuoli,Postgraduate Degree,Unemployed,No,4,No,2,No,None,2,3,3,1,1,1,3,Yes,Yes,No,Yes,Yes,No,1,1,2,1,3,2,1,1,3,2,No,No,Apartment,Yes,2,Car,1,Up to €15000
41,Female,Unmarried,Caivano,Degree,Self-Employed,No,2,No,3,No,,3,3,3,3,2,1,3,Yes,Yes,No,Yes,No,Yes,2,2,3,2,3,2,1,1,3,2,Yes,No,Apartment,Yes,1,Car,2,Up to €15000
47,Female,Married,Napoli,Degree,Unemployed,No,3,Yes,2,Yes,,4,5,5,2,2,5,5,Yes,Yes,Yes,Yes,Yes,Yes,4,3,3,3,2,2,3,1,4,3,No,Yes,Apartment,Yes,3,Car and Motorcycle,3,
27,Female,Cohabiting,Pozzuoli,Postgraduate Degree,Self-Employed,No,2,No,1,No,Right,4,4,5,4,3,5,5,Yes,No,Yes,No,Yes,Yes,3,2,2,4,4,2,1,2,4,3,Yes,No,Apartment,No,1,Car,3,Between €15000 and €28000
44,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,2,No,3,Yes,Left,4,3,3,2,4,3,4,Yes,Yes,No,Yes,No,Yes,2,2,2,2,3,2,2,2,3,2,No,Yes,Apartment,No,1,Car,1,Over €50000
53,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,4,No,1,Yes,,3,4,5,1,3,5,5,Yes,No,Yes,Yes,Yes,Yes,1,3,4,3,3,2,3,3,3,3,Yes,Yes,Apartment,No,2,Car,3,Between €15000 and €28000
55,Female,Married,Sant'Anastasia,Degree,Employee,Yes,3,No,1,Yes,Left,3,3,3,1,4,2,3,Yes,Yes,No,No,Yes,Yes,2,2,3,2,3,1,1,1,4,1,Yes,No,Villa/Small Villa,No,2,Car,1,Between €28000 and €50000
40,Female,Unmarried,Giugliano,Degree,Self-Employed,No,2,No,2,No,,3,3,3,4,3,3,3,Yes,Yes,No,Yes,No,Yes,3,3,3,3,3,3,3,3,4,3,Yes,No,Apartment,Yes,1,Car,2,Between €15000 and €28000
44,Male,Divorced,Napoli,Upper Secondary School,Employee,No,4,No,Over 5,No,Right,3,3,3,1,3,4,4,Yes,No,No,Yes,Yes,Yes,3,3,3,3,4,2,2,2,5,2,No,No,Apartment,Yes,3,Car,1,Over €50000
54,Female,Married,Napoli,Postgraduate Degree,Employee,Yes,4,Yes,4,Yes,Left,4,4,4,2,4,4,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,2,3,3,4,4,4,5,4,Yes,Yes,Apartment,Yes,1,Car,2,Between €15000 and €28000
54,Female,Married,Pozzuoli,Upper Secondary School,Unemployed,No,4,No,0 (Ground Floor),Yes,Left,3,4,4,3,3,4,4,Yes,No,No,No,No,Yes,3,2,2,2,3,1,1,2,3,3,No,No,Villa/Small Villa,No,2,Car,2,Up to €15000
65,Female,Widowed,Pozzuoli,Postgraduate Degree,Employee,No,1,No,2,Yes,None,3,2,1,2,4,2,2,Yes,Yes,No,No,No,Yes,1,1,2,1,1,1,2,2,3,2,Yes,Yes,Villa/Small Villa,No,2,Car,2,
47,Female,Married,Napoli,Degree,Unemployed,No,4,No,2,Yes,Left,2,3,4,3,1,5,5,Yes,Yes,Yes,Yes,Yes,No,1,1,5,1,4,1,1,1,5,3,Yes,Yes,Apartment,No,1,Car,3,Between €15000 and €28000
40,Female,Married,Pozzuoli,Postgraduate Degree,Employee,No,4,No,1,Yes,Left,5,3,3,3,2,5,4,Yes,Yes,No,No,No,No,2,2,5,2,4,2,2,1,4,3,Yes,Yes,Apartment,Yes,2,Car,2,Between €28000 and €50000
41,Female,Married,San Giorgio A Cremano,Degree,Employee,No,2,No,3,No,,5,5,5,3,1,5,5,Yes,No,Yes,Yes,Yes,No,1,1,3,1,3,1,1,1,3,1,No,No,Apartment,Yes,1,Car,3,
24,Female,Unmarried,Brescia,Degree,Student,Yes,4,No,0 (Ground Floor),No,None,2,4,4,1,3,1,3,Yes,Yes,No,Yes,No,No,2,3,3,2,2,2,3,3,4,2,No,Yes,Villa/Small Villa,No,0,None,1,
37,Female,Married,Bacoli,Degree,Employee,No,3,No,1,No,Left,3,4,5,1,1,3,5,Yes,Yes,No,No,No,Yes,1,1,4,2,3,1,1,1,3,1,No,Yes,Apartment,No,1,Car,3,Up to €15000
60,Female,Married,Varese,Degree,Employee,Yes,3,No,0 (Ground Floor),Yes,,3,4,3,2,2,3,4,Yes,Yes,No,No,Yes,Yes,1,1,3,2,4,2,1,1,3,2,Yes,Yes,Villa/Small Villa,No,1,Car,2,
47,Female,Married,Napoli,Upper Secondary School,Employee,No,3,,1,Yes,Left,3,3,3,3,3,3,3,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4,3,4,3,2,2,4,3,Yes,Yes,Villa/Small Villa,No,1,Car,3,
47,Female,Married,Napoli,Degree,Employee,No,4,No,1,Yes,,5,5,5,5,3,5,5,Yes,Yes,No,Yes,No,Yes,2,2,3,1,3,2,2,2,3,3,No,Yes,Apartment,No,1,Car,3,Between €15000 and €28000
58,Female,Divorced,Napoli,Lower Secondary School,Employee,Yes,1,Yes,5,Yes,None,4,4,3,3,5,4,3,Yes,Yes,Yes,Yes,Yes,No,2,2,3,2,4,1,1,1,3,1,Yes,Yes,Apartment,No,0,None,3,Between €15000 and €28000
45,Female,Married,Napoli,Lower Secondary School,Self-Employed,No,4,No,0 (Ground Floor),No,None,4,5,5,5,5,4,5,Yes,Yes,Yes,Yes,Yes,Yes,4,4,5,4,5,2,1,1,1,1,No,Yes,Villa/Small Villa,No,1,Car,2,Up to €15000
51,Male,Married,Pozzuoli,Upper Secondary School,Employee,No,3,No,2,Yes,None,3,3,4,3,4,4,4,Yes,Yes,No,No,Yes,Yes,2,2,3,3,3,1,1,2,4,3,No,Yes,Apartment,Yes,4,Car and Motorcycle,3,Between €28000 and €50000
57,Female,Married,Napoli,Degree,Employee,No,5,Yes,3,Yes,,3,3,3,1,4,1,3,Yes,Yes,No,No,Yes,Yes,1,1,2,3,3,3,4,2,5,3,No,Yes,Apartment,Yes,2,Car,1,
36,Female,Married,Quarto,Degree,Employee,No,2,No,1,No,,3,3,4,3,2,4,3,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4,3,4,3,3,3,3,2,Yes,Yes,Apartment,No,2,Car,2,Up to €15000
45,Female,Married,Napoli,Lower Secondary School,Self-Employed,No,4,No,0 (Ground Floor),No,None,5,5,5,5,5,4,5,Yes,Yes,Yes,Yes,Yes,No,4,4,5,4,5,1,1,1,1,1,No,Yes,Villa/Small Villa,No,1,Car,2,Up to €15000
56,Female,Married,Napoli,Upper Secondary School,Unemployed,No,5,No,1,Yes,None,3,3,3,1,4,3,4,Yes,No,No,No,No,Yes,3,2,4,3,4,2,2,2,4,2,No,Yes,Apartment,Yes,3,Car,2,
58,Male,Married,Napoli,Degree,Self-Employed,No,4,Yes,4,Yes,None,3,4,4,1,3,4,5,Yes,No,No,No,No,Yes,3,3,4,3,1,3,3,2,3,2,No,No,Apartment,Yes,1,Car,3,Between €15000 and €28000
52,Female,Married,Pozzuoli,Upper Secondary School,Self-Employed,No,3,No,0 (Ground Floor),Yes,,5,5,5,4,2,5,5,No,No,No,No,No,Yes,1,1,1,1,1,1,2,2,2,3,Yes,Yes,Apartment,No,2,Car,2,
54,Female,Married,Qualiano,Lower Secondary School,Unemployed,No,4,No,2,Yes,Left,2,3,4,2,2,4,4,No,No,Yes,No,Yes,No,4,4,4,3,4,3,3,3,4,2,No,Yes,Apartment,No,1,Car,3,Up to €15000
52,Female,Married,Napoli,Lower Secondary School,Unemployed,No,4,Yes,0 (Ground Floor),Yes,None,4,5,5,5,5,5,5,No,Yes,No,No,Yes,Yes,5,5,5,5,5,3,3,3,4,3,No,Yes,Apartment,No,1,Car,1,
46,Male,Separated,Monopoli,Postgraduate Degree,Self-Employed,Yes,1,No,0 (Ground Floor),Yes,,1,1,1,1,5,1,1,Yes,Yes,No,No,No,No,2,2,2,2,4,3,3,3,1,2,Yes,Yes,Apartment,No,1,Car,4,
34,Female,Cohabiting,Pozzuoli,Upper Secondary School,Employee,No,3,No,0 (Ground Floor),No,None,3,4,5,3,2,5,5,No,No,Yes,No,Yes,Yes,3,2,3,2,3,2,2,2,3,3,Yes,No,Apartment,No,1,Car,3,Up to €15000
23,Female,Unmarried,Pozzuoli,Upper Secondary School,Student,No,5,No,0 (Ground Floor),No,None,3,4,4,2,2,4,3,Yes,Yes,No,Yes,No,No,1,1,2,1,2,1,1,1,2,1,Yes,Yes,Other,No,1,Car,2,Up to €15000
25,Male,Cohabiting,Giugliano,Lower Secondary School,Self-Employed,No,2,No,2,No,,1,5,5,5,2,5,5,Yes,No,Yes,No,Yes,Yes,2,1,3,2,3,3,3,4,3,3,No,No,Apartment,No,2,Car,3,
30,Male,Cohabiting,Cava De' Tirreni,Degree,Employee,No,4,No,1,No,None,4,4,5,3,3,5,5,Yes,Yes,Yes,No,No,Yes,2,1,2,1,4,3,3,1,4,1,Yes,No,Apartment,No,1,Car,2,Between €28000 and €50000
46,Female,Married,Napoli,Postgraduate Degree,Employee,No,3,No,4,Yes,Left,4,2,2,2,3,3,3,Yes,Yes,No,Yes,No,Yes,1,1,1,1,4,3,3,2,5,2,No,Yes,Apartment,Yes,1,Car,2,
44,Female,Married,Napoli,Upper Secondary School,Employee,No,4,No,1,Yes,,3,4,5,3,3,4,4,Yes,No,No,No,Yes,Yes,2,3,5,3,4,3,3,2,4,2,No,Yes,Apartment,No,0,None,3,
23,Female,Unmarried,Giugliano,Degree,Student,No,3,No,2,No,Left,3,5,5,3,4,3,4,Yes,Yes,No,Yes,No,Yes,2,2,1,3,3,1,1,1,5,1,No,Yes,Other,No,1,Car,2,Between €15000 and €28000
29,Male,Unmarried,Pozzuoli,Degree,Employee,No,3,No,4,No,Left,4,2,2,1,4,1,1,Yes,Yes,No,No,No,Yes,3,3,3,3,3,1,1,1,5,2,Yes,No,Apartment,Yes,2,Car,2,
41,Female,Cohabiting,Napoli,Upper Secondary School,Unemployed,Yes,2,No,0 (Ground Floor),No,Left,4,5,5,4,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,3,1,4,2,2,2,4,2,Yes,Yes,Apartment,No,1,Car,3,Between €15000 and €28000
43,Female,Unmarried,Napoli,Upper Secondary School,Unemployed,No,3,No,4,Yes,,3,3,3,2,4,4,5,No,No,No,Yes,Yes,Yes,4,2,3,4,5,3,3,1,5,3,Yes,Yes,Apartment,Yes,2,Car,2,Up to €15000
37,Female,Married,Napoli,Upper Secondary School,Self-Employed,No,3,No,0 (Ground Floor),No,,5,3,3,1,4,5,4,Yes,Yes,Yes,Yes,Yes,Yes,1,1,2,1,3,1,1,1,4,3,Yes,Yes,Apartment,No,1,Car,4,Up to €15000
25,Female,Unmarried,Salerno,Degree,Unemployed,No,4,No,1,No,None,3,2,2,1,3,2,3,Yes,Yes,No,Yes,No,Yes,1,3,3,1,3,1,1,1,5,3,Yes,Yes,Villa/Small Villa,No,3,Car,2,Between €15000 and €28000
60,Female,Divorced,Napoli,Upper Secondary School,Employee,No,2,No,1,Yes,None,3,3,4,3,3,2,2,Yes,Yes,No,Yes,No,No,2,3,1,2,3,2,2,1,3,2,No,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
34,Female,Married,Torino,Degree,Employee,Yes,3,No,3,No,,2,3,3,2,3,2,3,Yes,Yes,No,Yes,No,Yes,1,3,4,2,5,3,2,3,5,1,Yes,Yes,Apartment,Yes,1,Car,3,
32,Female,Cohabiting,Quarto,Lower Secondary School,Unemployed,No,2,No,0 (Ground Floor),No,None,3,3,4,2,2,3,3,Yes,No,Yes,Yes,No,Yes,2,2,4,3,3,2,2,2,3,2,Yes,Yes,Apartment,No,1,Car,3,Up to €15000
39,Female,Married,Napoli,Degree,Employee,No,Over 5,Yes,3,No,Left,4,3,4,2,4,2,4,Yes,Yes,No,Yes,Yes,Yes,3,3,4,3,4,3,3,3,3,3,No,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
41,Female,Unmarried,Pozzuoli,Postgraduate Degree,Employee,No,3,Yes,0 (Ground Floor),No,Center,3,3,4,4,5,4,3,Yes,Yes,No,Yes,No,Yes,2,2,1,3,3,2,2,2,4,3,Yes,Yes,Villa/Small Villa,No,2,Car and Motorcycle,1,Over €50000
43,Female,Cohabiting,Napoli,Upper Secondary School,Self-Employed,No,3,No,0 (Ground Floor),No,Left,4,4,5,1,1,2,5,Yes,Yes,Yes,Yes,Yes,Yes,2,3,4,4,3,1,1,1,4,4,No,Yes,Apartment,No,1,Car,1,Up to €15000
49,Female,Cohabiting,Pozzuoli,Degree,Self-Employed,No,4,No,1,Yes,None,3,5,5,3,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,3,3,4,1,2,2,3,3,Yes,No,Other,No,2,Car,3,
33,Male,Unmarried,Pozzuoli,Degree,Employee,No,4,No,1,No,Left,3,3,3,2,4,3,3,Yes,Yes,No,No,No,Yes,2,2,4,3,3,3,2,2,3,3,Yes,Yes,Apartment,No,1,Car,1,Between €15000 and €28000
48,Female,Married,Lucca,Lower Secondary School,Employee,Yes,4,No,0 (Ground Floor),Yes,None,2,4,3,1,1,3,1,Yes,No,No,Yes,No,No,1,4,5,3,2,4,3,2,3,2,Yes,Yes,Other,No,2,Car,3,Between €28000 and €50000
47,Female,Married,Napoli,Lower Secondary School,Unemployed,No,4,No,2,Yes,,5,5,4,4,3,5,4,Yes,No,No,No,Yes,No,1,2,3,1,5,1,1,1,3,3,Yes,No,Apartment,No,1,Car,1,Up to €15000
62,Female,Married,Somma Vesuviana,Degree,Employee,No,Over 5,No,3,Yes,Left,3,3,3,3,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,2,1,3,2,1,1,1,1,3,1,No,Yes,Apartment,Yes,2,Car,4,Between €15000 and €28000
22,Male,Unmarried,Sant’Antimo,Degree,Unemployed,No,4,No,2,No,,1,1,1,1,3,2,1,Yes,Yes,No,Yes,No,No,4,3,4,3,3,1,1,1,4,2,No,No,Apartment,No,1,Car,3,
39,Female,Married,Napoli,Upper Secondary School,Employee,No,4,No,3,No,Left,2,3,3,3,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,3,4,2,2,2,3,2,No,Yes,Apartment,Yes,2,Car,3,Up to €15000
42,Female,Cohabiting,Napoli,Degree,Employee,No,2,No,Over 5,Yes,Left,4,4,4,3,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,2,2,3,2,4,1,1,1,3,3,Yes,Yes,Apartment,Yes,0,None,3,Up to €15000
47,Female,Married,Napoli,Postgraduate Degree,Employee,No,4,No,3,Yes,Left,3,3,4,4,4,5,4,Yes,Yes,No,Yes,Yes,Yes,3,3,4,2,5,1,1,1,4,3,Yes,Yes,Apartment,Yes,1,Car,3,Between €28000 and €50000
42,Female,Married,Pozzuoli,Upper Secondary School,Unemployed,No,4,No,1,No,None,4,4,4,3,4,3,4,Yes,Yes,No,Yes,No,Yes,2,2,3,3,3,2,2,2,3,2,No,Yes,Apartment,No,2,Car,2,
21,Male,Unmarried,Qualiano,Upper Secondary School,Student,No,4,No,1,No,Center,3,2,1,1,4,1,2,Yes,Yes,No,Yes,No,Yes,3,3,4,3,3,2,1,3,3,1,No,Yes,Villa/Small Villa,No,3,Car,2,
38,Female,Married,Napoli,Degree,Employee,No,4,No,0 (Ground Floor),No,Left,4,4,4,3,3,4,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,3,4,1,1,1,3,1,Yes,Yes,Apartment,Yes,4,Car,2,Between €15000 and €28000
29,Female,Unmarried,Catania,Upper Secondary School,Student,Yes,4,No,1,No,None,3,3,4,2,4,4,5,Yes,Yes,Yes,Yes,Yes,Yes,1,1,3,1,3,3,3,2,5,3,Yes,Yes,Apartment,No,2,Car,5,Between €28000 and €50000
44,Female,Unmarried,Napoli,Upper Secondary School,Unemployed,No,4,No,2,No,Right,4,5,5,2,2,5,4,Yes,No,No,Yes,Yes,Yes,3,3,4,2,3,2,1,1,4,2,Yes,Yes,Apartment,Yes,2,Car,2,Over €50000
27,Female,Unmarried,Napoli,Degree,Employee,No,3,No,3,No,,4,5,5,2,4,5,5,Yes,Yes,Yes,Yes,Yes,Yes,2,1,1,3,3,1,1,1,4,2,Yes,Yes,Apartment,No,1,Car,2,Between €15000 and €28000
47,Male,Unmarried,Pozzuoli,Upper Secondary School,Unemployed,No,2,Yes,4,Yes,,3,3,4,1,3,4,4,Yes,Yes,Yes,Yes,No,No,3,3,3,3,4,2,2,3,3,3,Yes,Yes,Apartment,No,1,Car,3,
44,Female,Married,Pozzuoli,Upper Secondary School,Employee,Yes,5,No,1,No,Left,3,4,4,3,3,5,4,Yes,Yes,Yes,No,Yes,No,3,3,3,3,4,2,2,2,3,3,No,Yes,Apartment,No,4,Car and Motorcycle,3,Between €28000 and €50000
26,Female,Cohabiting,Mori,Degree,Employee,Yes,2,No,3,No,,3,3,3,1,2,2,3,Yes,Yes,No,Yes,No,No,2,2,2,2,2,2,3,1,4,3,No,No,Apartment,Yes,3,Car and Motorcycle,4,Between €15000 and €28000
64,Female,Married,Napoli,Upper Secondary School,Retired,No,2,No,1,Yes,Right,4,5,5,1,2,4,5,No,No,No,Yes,Yes,Yes,5,5,5,3,4,1,1,3,4,2,Yes,Yes,Apartment,Yes,1,Car,3,Between €15000 and €28000
34,Female,Married,Pozzuoli,Postgraduate Degree,Employee,No,2,No,0 (Ground Floor),No,Center,4,4,4,1,3,4,4,Yes,Yes,No,Yes,No,Yes,1,1,2,2,3,2,2,2,4,2,Yes,No,Apartment,No,2,Car,1,Over €50000
52,Male,Married,Napoli,Degree,Employee,No,3,No,5,Yes,Left,4,4,5,2,4,4,5,Yes,Yes,Yes,Yes,Yes,Yes,2,2,4,3,4,1,1,1,4,2,Yes,Yes,Apartment,Yes,2,Car,3,Between €15000 and €28000
64,Female,Married,Cesa,Degree,Employee,No,2,No,5,Yes,,3,4,4,2,2,4,3,Yes,Yes,No,Yes,No,Yes,3,3,3,3,3,3,2,2,3,2,No,Yes,Apartment,Yes,2,Car and Motorcycle,3,Between €28000 and €50000
42,Female,Cohabiting,Napoli,Upper Secondary School,Employee,No,2,No,0 (Ground Floor),No,,3,4,4,2,3,5,4,Yes,Yes,No,Yes,No,No,2,2,3,3,3,1,1,2,3,3,No,No,Apartment,No,0,None,3,Between €15000 and €28000
36,Female,Married,Pozzuoli,Upper Secondary School,Employee,No,4,No,1,No,None,4,5,5,4,3,3,5,No,Yes,Yes,Yes,Yes,Yes,2,2,2,2,3,3,3,3,3,3,Yes,Yes,Villa/Small Villa,No,3,Car,1,Between €28000 and €50000
34,Female,Cohabiting,Bagnoli,Postgraduate Degree,Unemployed,No,2,Yes,0 (Ground Floor),No,Left,4,3,2,3,5,2,4,Yes,Yes,Yes,Yes,Yes,Yes,3,3,4,2,5,1,1,1,3,2,No,No,Apartment,No,1,Car,5,Up to €15000
